wick_threshold,direction,exit_type,risk_profile,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,expectancy,avg_win,avg_loss,final_balance
2.0,both,fixed_20,conservative,61,7,54,11.48,-6038.21,-60.38,68.16,-2.671,-6.598,0.56,-98.99,1080.88,251.93,3714.64
2.0,both,fixed_20,moderate,61,7,54,11.48,-8105.14,-81.05,87.55,-2.671,-6.598,0.53,-132.87,1303.27,319.04,1581.26
2.0,both,fixed_20,aggressive,61,7,54,11.48,-9586.47,-95.86,99.55,-2.671,-6.598,0.49,-157.16,1328.23,349.7,67.59
2.0,both,fixed_20,degen,55,6,49,10.91,-9679.07,-96.79,100.15,-2.337,-5.774,0.49,-175.98,1531.83,385.1,-21.34
2.0,both,time_20,conservative,80,19,61,23.75,-5764.85,-57.65,74.52,-3.371,-17.969,0.55,-72.06,369.63,209.64,3926.45
2.0,both,time_20,moderate,80,19,61,23.75,-7675.65,-76.76,90.27,-3.371,-17.969,0.55,-95.95,484.93,276.87,1923.63
2.0,both,time_20,aggressive,80,19,61,23.75,-9240.54,-92.41,99.27,-3.371,-17.969,0.58,-115.51,680.61,363.48,242.38
2.0,both,time_20,degen,80,19,61,23.75,-9378.01,-93.78,99.96,-3.371,-17.969,0.64,-117.23,862.66,422.44,20.57
2.0,both,time_30,conservative,74,18,56,24.32,-5659.65,-56.6,73.03,-3.948,-20.68,0.48,-76.48,290.67,194.49,4078.34
2.0,both,time_30,moderate,74,18,56,24.32,-7600.1,-76.0,89.02,-3.948,-20.68,0.44,-102.7,329.75,241.71,2080.43
2.0,both,time_30,aggressive,74,18,56,24.32,-9350.48,-93.5,98.99,-3.948,-20.68,0.39,-126.36,328.33,272.51,300.17
2.0,both,time_30,degen,74,18,56,24.32,-9615.02,-96.15,99.93,-3.948,-20.68,0.39,-129.93,335.2,279.44,30.24
2.0,both,time_40,conservative,68,13,55,19.12,-2728.94,-27.29,51.58,-0.798,-5.908,0.8,-40.13,845.52,249.47,6939.24
2.0,both,time_40,moderate,68,13,55,19.12,-4702.99,-47.03,72.19,-0.798,-5.908,0.76,-69.16,1137.03,354.26,4833.93
2.0,both,time_40,aggressive,68,13,55,19.12,-8059.22,-80.59,94.58,-0.798,-5.908,0.67,-118.52,1286.55,450.62,1375.43
2.0,both,time_40,degen,68,13,55,19.12,-9209.69,-92.1,99.25,-0.798,-5.908,0.62,-135.44,1168.04,443.53,250.48
2.0,both,rr_2,conservative,72,15,57,20.83,-6913.37,-69.13,80.47,-4.243,-7.085,0.51,-96.02,474.49,246.15,2807.89
2.0,both,rr_2,moderate,72,15,57,20.83,-8616.52,-86.17,94.3,-4.243,-7.085,0.52,-119.67,627.67,316.34,1020.62
2.0,both,rr_2,aggressive,72,15,57,20.83,-9513.85,-95.14,99.9,-4.243,-7.085,0.58,-132.14,866.73,395.0,28.85
2.0,both,rr_2,degen,66,12,54,18.18,-9500.67,-95.01,100.01,-5.181,-8.323,0.62,-143.95,1309.9,467.03,-1.33
2.0,both,rr_3,conservative,69,12,57,17.39,-6729.25,-67.29,75.18,-3.635,-6.815,0.55,-97.53,684.9,262.25,2987.01
2.0,both,rr_3,moderate,69,12,57,17.39,-8518.4,-85.18,91.66,-3.635,-6.815,0.56,-123.46,903.28,339.61,1110.59
2.0,both,rr_3,aggressive,69,12,57,17.39,-9526.72,-95.27,99.8,-3.635,-6.815,0.58,-138.07,1101.64,399.06,31.85
2.0,both,rr_3,degen,63,10,53,15.87,-9559.91,-95.6,100.02,-3.826,-7.075,0.58,-151.74,1342.78,433.73,-2.63
2.5,long,fixed_10,conservative,36,8,28,22.22,-2806.48,-28.06,53.44,-2.125,-13.372,0.67,-77.96,719.14,305.7,7023.45
2.5,long,fixed_10,moderate,36,8,28,22.22,-4541.6,-45.42,72.9,-2.125,-13.372,0.63,-126.16,980.67,442.39,5217.57
2.5,long,fixed_10,aggressive,36,8,28,22.22,-7648.35,-76.48,93.76,-2.125,-13.372,0.57,-212.45,1282.05,639.45,2022.56
2.5,long,fixed_10,degen,36,8,28,22.22,-9045.61,-90.46,98.79,-2.125,-13.372,0.57,-251.27,1485.1,747.37,588.83
2.5,long,fixed_12,conservative,36,7,29,19.44,-3019.92,-30.2,51.73,-2.08,-12.998,0.68,-83.89,909.97,323.78,6802.62
2.5,long,fixed_12,moderate,36,7,29,19.44,-4849.59,-48.5,71.33,-2.08,-12.998,0.65,-134.71,1276.99,475.47,4893.81
2.5,long,fixed_12,aggressive,36,7,29,19.44,-7938.76,-79.39,93.11,-2.08,-12.998,0.61,-220.52,1768.92,700.73,1698.49
2.5,long,fixed_12,degen,36,7,29,19.44,-9163.27,-91.63,98.63,-2.08,-12.998,0.62,-254.54,2120.35,827.78,426.65
2.5,long,fixed_15,conservative,32,5,27,15.62,-4422.17,-44.22,62.6,-3.044,-5.925,0.58,-138.19,1221.67,390.02,5409.52
2.5,long,fixed_15,moderate,32,5,27,15.62,-6595.07,-65.95,82.45,-3.044,-5.925,0.58,-206.1,1811.93,579.8,3151.33
2.5,long,fixed_15,aggressive,32,5,27,15.62,-9257.98,-92.58,98.77,-3.044,-5.925,0.61,-289.31,2896.55,879.29,349.55
2.5,long,fixed_15,degen,29,4,25,13.79,-9673.83,-96.74,100.59,-3.892,-7.105,0.66,-333.58,4798.85,1154.77,-146.69
2.5,long,fixed_20,conservative,30,2,28,6.67,-6171.79,-61.72,71.44,-6.508,-11.702,0.34,-205.73,1582.11,333.43,3690.03
2.5,long,fixed_20,moderate,30,2,28,6.67,-8117.03,-81.17,88.72,-6.508,-11.702,0.36,-270.57,2302.81,454.38,1689.36
2.5,long,fixed_20,aggressive,30,2,28,6.67,-9630.36,-96.3,99.48,-6.508,-11.702,0.42,-321.01,3508.15,594.52,106.95
2.5,long,fixed_20,degen,28,2,26,7.14,-9757.73,-97.58,100.19,-6.042,-10.815,0.47,-348.49,4396.74,713.51,-48.9
2.5,long,time_20,conservative,36,11,25,30.56,-3268.99,-32.69,52.95,-3.183,-18.255,0.59,-90.81,419.3,315.25,6560.21
2.5,long,time_20,moderate,36,11,25,30.56,-5033.98,-50.34,72.16,-3.183,-18.255,0.56,-139.83,588.49,460.29,4725.03
2.5,long,time_20,aggressive,36,11,25,30.56,-7904.81,-79.05,93.24,-3.183,-18.255,0.52,-219.58,791.27,664.35,1777.11
2.5,long,time_20,degen,36,11,25,30.56,-9136.88,-91.37,98.61,-3.183,-18.255,0.51,-253.8,872.8,749.51,533.67
2.5,long,time_30,conservative,36,11,25,30.56,-2420.88,-24.21,53.35,-0.967,-9.836,0.73,-67.25,594.27,358.31,7380.15
2.5,long,time_30,moderate,36,11,25,30.56,-4176.11,-41.76,72.57,-0.967,-9.836,0.7,-116.0,896.44,561.48,5522.24
2.5,long,time_30,aggressive,36,11,25,30.56,-7395.16,-73.95,93.36,-0.967,-9.836,0.68,-205.42,1430.15,925.07,2145.96
2.5,long,time_30,degen,36,11,25,30.56,-8823.39,-88.23,98.63,-0.967,-9.836,0.69,-245.09,1816.57,1152.23,641.95
2.5,long,time_40,conservative,33,7,26,21.21,-2049.02,-20.49,55.89,-0.621,-6.35,0.77,-62.09,984.74,343.93,7761.9
2.5,long,time_40,moderate,33,7,26,21.21,-3760.42,-37.6,74.48,-0.621,-6.35,0.74,-113.95,1491.62,546.22,5949.33
2.5,long,time_40,aggressive,33,7,26,21.21,-7137.7,-71.38,93.93,-0.621,-6.35,0.7,-216.29,2370.91,912.85,2417.9
2.5,long,time_40,degen,33,7,26,21.21,-8736.23,-87.36,98.73,-0.621,-6.35,0.71,-264.73,2986.15,1139.97,752.22
2.5,long,rr_2,conservative,33,9,24,27.27,-3526.17,-35.26,56.08,-2.374,-3.935,0.65,-106.85,721.94,417.65,6298.29
2.5,long,rr_2,moderate,33,9,24,27.27,-5612.79,-56.13,76.97,-2.374,-3.935,0.63,-170.08,1058.76,630.9,4121.26
2.5,long,rr_2,aggressive,33,9,24,27.27,-8959.56,-89.6,97.86,-2.374,-3.935,0.61,-271.5,1568.32,961.43,632.48
2.5,long,rr_2,degen,30,7,23,23.33,-9799.58,-98.0,101.35,-3.544,-5.652,0.63,-326.65,2415.6,1161.25,-269.7
2.5,long,rr_3,conservative,31,6,25,19.35,-3565.97,-35.66,52.51,-2.059,-4.112,0.7,-115.03,1370.4,471.53,6244.05
2.5,long,rr_3,moderate,31,6,25,19.35,-5707.94,-57.08,74.13,-2.059,-4.112,0.7,-184.13,2215.96,760.15,3982.31
2.5,long,rr_3,aggressive,31,6,25,19.35,-8913.31,-89.13,97.44,-2.059,-4.112,0.72,-287.53,3879.55,1287.63,548.01
2.5,long,rr_3,degen,29,6,23,20.69,-9854.59,-98.55,101.84,-1.555,-3.061,0.75,-339.81,4922.17,1712.5,-515.33
